"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021- 12- 31","1,328.75","1,328.50","1,337.75","1,328.00","","0.08%"
"2021- 12- 30","1,327.75","1,354.75","1,358.00","1,323.25","","-2.12%"
"2021- 12- 29","1,356.50","1,359.50","1,364.25","1,345.50","","-0.20%"
"2021- 12- 28","1,359.25","1,360.50","1,375.75","1,354.00","","-0.24%"
"2021- 12- 27","1,362.50","1,337.50","1,363.50","1,333.75","","1.49%"
"2021- 12- 24","1,342.50","1,342.50","1,342.50","1,342.50","","0.79%"
"2021- 12- 23","1,332.00","1,326.00","1,334.00","1,321.00","60.01K","0.24%"
"2021- 12- 22","1,328.75","1,306.00","1,333.25","1,304.75","","1.59%"
"2021- 12- 21","1,308.00","1,292.00","1,313.50","1,286.50","","1.22%"
"2021- 12- 20","1,292.25","1,289.50","1,296.25","1,278.50","","0.54%"
"2021- 12- 17","1,285.25","1,276.25","1,297.50","1,274.75","","0.63%"
"2021- 12- 16","1,277.25","1,262.00","1,280.75","1,258.75","","1.17%"
"2021- 12- 15","1,262.50","1,260.00","1,266.50","1,251.00","","0.24%"
"2021- 12- 14","1,259.50","1,246.00","1,267.00","1,237.50","","1.25%"
"2021- 12- 13","1,244.00","1,271.00","1,271.00","1,243.25","","-1.87%"
"2021- 12- 10","1,267.75","1,264.25","1,276.50","1,259.25","","0.26%"
"2021- 12- 09","1,264.50","1,260.25","1,267.00","1,247.00","","0.28%"
"2021- 12- 08","1,261.00","1,252.25","1,264.00","1,238.25","","0.86%"
"2021- 12- 07","1,250.25","1,262.25","1,268.50","1,243.00","","-0.89%"
"2021- 12- 06","1,261.50","1,271.75","1,274.75","1,254.50","","-0.45%"
"2021- 12- 03","1,267.25","1,244.50","1,270.00","1,244.25","","1.85%"
"2021- 12- 02","1,244.25","1,229.75","1,249.00","1,221.00","","1.30%"
"2021- 12- 01","1,228.25","1,222.00","1,237.00","1,216.25","105.48K","0.90%"
"2021- 11- 30","1,217.25","1,241.50","1,244.75","1,214.25","","-1.95%"
"2021- 11- 29","1,241.50","1,260.75","1,268.50","1,240.75","","-0.90%"
"2021- 11- 26","1,252.75","1,252.00","1,254.00","1,240.25","","-1.09%"
"2021- 11- 24","1,266.50","1,273.75","1,281.00","1,263.25","72.91K","-0.51%"
"2021- 11- 23","1,273.00","1,274.25","1,279.25","1,263.00","","-0.10%"
"2021- 11- 22","1,274.25","1,264.25","1,279.50","1,260.00","","0.87%"
"2021- 11- 19","1,263.25","1,265.50","1,277.25","1,257.00","","-0.18%"
"2021- 11- 18","1,265.50","1,276.12","1,287.38","1,262.88","","-0.90%"
"2021- 11- 17","1,277.00","1,252.00","1,289.25","1,250.75","","2.06%"
"2021- 11- 16","1,251.25","1,255.75","1,261.50","1,248.50","","-0.48%"
"2021- 11- 15","1,257.25","1,242.25","1,259.75","1,238.00","","1.88%"
"2021- 11- 12","1,234.00","1,215.00","1,237.75","1,215.00","","1.79%"
"2021- 11- 11","1,212.25","1,204.50","1,217.00","1,200.00","","0.73%"
"2021- 11- 10","1,203.50","1,200.00","1,209.75","1,198.50","","0.33%"
"2021- 11- 09","1,199.50","1,178.00","1,213.75","1,171.25","","1.83%"
"2021- 11- 08","1,178.00","1,190.00","1,196.00","1,177.75","","-1.20%"
"2021- 11- 05","1,192.25","1,210.00","1,211.25","1,191.00","0.78K","-1.41%"
"2021- 11- 04","1,209.25","1,230.50","1,233.25","1,205.50","2.68K","-1.81%"
"2021- 11- 03","1,231.50","1,242.25","1,245.00","1,228.50","1.26K","-1.00%"
"2021- 11- 02","1,244.00","1,236.50","1,250.25","1,234.75","2.00K","0.59%"
"2021- 11- 01","1,236.75","1,236.25","1,246.50","1,225.00","3.90K","0.08%"
"2021- 10- 29","1,235.75","1,230.25","1,242.00","1,227.75","10.99K","0.16%"
"2021- 10- 28","1,233.75","1,238.50","1,249.50","1,229.50","73.20K","-0.44%"
"2021- 10- 27","1,239.25","1,237.25","1,257.50","1,227.00","122.47K","0.10%"
"2021- 10- 26","1,238.00","1,236.25","1,246.25","1,230.00","94.35K","0.06%"
"2021- 10- 25","1,237.25","1,218.75","1,238.25","1,216.00","137.47K","1.37%"
"2021- 10- 22","1,220.50","1,224.00","1,230.50","1,217.00","176.32K","-0.29%"
"2021- 10- 21","1,224.00","1,243.25","1,249.50","1,222.00","105.79K","-1.73%"
"2021- 10- 20","1,245.50","1,227.75","1,249.50","1,224.75","134.40K","1.43%"
"2021- 10- 19","1,228.00","1,220.50","1,239.25","1,216.25","139.46K","0.53%"
"2021- 10- 18","1,221.50","1,218.00","1,225.25","1,210.00","99.06K","0.31%"
"2021- 10- 15","1,217.75","1,205.75","1,221.00","1,202.00","111.81K","0.95%"
"2021- 10- 14","1,206.25","1,196.00","1,207.75","1,193.50","127.04K","0.92%"
"2021- 10- 13","1,195.25","1,198.50","1,211.25","1,184.50","186.73K","-0.25%"
"2021- 10- 12","1,198.25","1,226.50","1,230.75","1,194.75","183.78K","-2.44%"
"2021- 10- 11","1,228.25","1,240.50","1,251.25","1,227.00","112.21K","-1.19%"
"2021- 10- 08","1,243.00","1,246.50","1,262.50","1,242.00","143.59K","-0.34%"
"2021- 10- 07","1,247.25","1,242.00","1,249.50","1,233.50","120.77K","0.42%"
"2021- 10- 06","1,242.00","1,250.00","1,255.50","1,239.25","83.89K","-0.68%"
"2021- 10- 05","1,250.50","1,234.25","1,256.25","1,231.00","119.39K","1.19%"
"2021- 10- 04","1,235.75","1,242.75","1,247.75","1,235.00","111.36K","-0.86%"
"2021- 10- 01","1,246.50","1,255.00","1,262.25","1,242.00","117.45K","-0.76%"
"2021- 09- 30","1,256.00","1,282.00","1,295.00","1,249.00","202.39K","-2.16%"
"2021- 09- 29","1,283.75","1,276.25","1,288.50","1,272.75","91.81K","0.53%"
"2021- 09- 28","1,277.00","1,286.75","1,287.00","1,275.00","88.02K","-0.82%"
"2021- 09- 27","1,287.50","1,284.00","1,297.00","1,282.00","96.61K","0.19%"
"2021- 09- 24","1,285.00","1,283.25","1,290.00","1,278.25","64.91K","0.06%"
"2021- 09- 23","1,284.25","1,282.50","1,290.25","1,275.75","70.61K","0.12%"
"2021- 09- 22","1,282.75","1,274.50","1,285.00","1,270.25","75.67K","0.69%"
"2021- 09- 21","1,274.00","1,263.00","1,275.50","1,257.50","78.94K","0.91%"
"2021- 09- 20","1,262.50","1,285.00","1,286.00","1,262.00","94.11K","-1.67%"
"2021- 09- 17","1,284.00","1,295.50","1,298.50","1,278.25","72.39K","-0.93%"
"2021- 09- 16","1,296.00","1,296.50","1,308.00","1,291.25","75.85K","0.12%"
"2021- 09- 15","1,294.50","1,283.50","1,296.00","1,276.00","91.39K","1.41%"
"2021- 09- 14","1,276.50","1,283.50","1,283.50","1,279.00","0.05K","0.31%"
"2021- 09- 13","1,272.50","1,271.75","1,271.75","1,271.75","0.02K","-0.22%"
"2021- 09- 10","1,275.25","1,261.25","1,280.50","1,259.00","0.05K","1.31%"
"2021- 09- 09","1,258.75","1,260.00","1,267.25","1,258.00","0.18K","-0.94%"
"2021- 09- 08","1,270.75","1,270.75","1,272.25","1,269.50","0.03K","0.16%"
"2021- 09- 07","1,268.75","1,288.00","1,292.00","1,274.00","0.03K","-1.79%"
"2021- 09- 06","1,291.88","1,291.88","1,291.88","1,291.88","","0.69%"
"2021- 09- 03","1,283.00","1,290.50","1,290.50","1,283.50","0.06K","0.29%"
"2021- 09- 02","1,279.25","1,275.50","1,284.00","1,269.25","0.35K","0.12%"
"2021- 09- 01","1,277.75","1,291.50","1,291.50","1,272.50","0.66K","-1.62%"
"2021- 08- 31","1,298.75","1,310.00","1,312.75","1,293.00","1.68K","-0.46%"
"2021- 08- 30","1,304.75","1,357.25","1,359.25","1,297.00","7.25K","-4.01%"
"2021- 08- 27","1,359.25","1,364.25","1,368.25","1,324.00","16.51K","-0.60%"
"2021- 08- 26","1,367.50","1,345.00","1,373.75","1,341.50","23.77K","1.60%"
"2021- 08- 25","1,346.00","1,337.00","1,355.50","1,329.00","24.44K","0.67%"
"2021- 08- 24","1,337.00","1,301.25","1,343.50","1,294.25","25.60K","3.32%"
"2021- 08- 23","1,294.00","1,293.00","1,311.75","1,290.50","13.92K","0.02%"
"2021- 08- 20","1,293.75","1,324.25","1,337.25","1,281.50","18.27K","-2.21%"
"2021- 08- 19","1,323.00","1,358.00","1,358.00","1,316.75","17.63K","-2.60%"
"2021- 08- 18","1,358.25","1,370.00","1,372.75","1,352.75","10.18K","-0.79%"
"2021- 08- 17","1,369.00","1,379.50","1,386.50","1,365.00","12.02K","-0.51%"
"2021- 08- 16","1,376.00","1,373.25","1,385.50","1,367.75","13.44K","-3.39%"
"2021- 08- 13","1,424.25","1,408.75","1,434.50","1,408.75","0.04K","1.62%"
"2021- 08- 12","1,401.50","1,411.00","1,428.75","1,394.75","0.04K","-0.28%"
"2021- 08- 11","1,405.50","1,448.50","1,466.00","1,403.00","0.29K","-2.90%"
"2021- 08- 10","1,447.50","1,439.50","1,460.75","1,439.50","0.81K","0.96%"
"2021- 08- 09","1,433.75","1,426.00","1,443.75","1,418.50","0.45K","0.81%"
"2021- 08- 06","1,422.25","1,398.50","1,421.75","1,398.50","0.96K","1.41%"
"2021- 08- 05","1,402.50","1,403.50","1,415.00","1,393.50","1.25K","-0.07%"
"2021- 08- 04","1,403.50","1,390.25","1,406.50","1,390.25","2.84K","0.81%"
"2021- 08- 03","1,392.25","1,409.00","1,412.00","1,380.50","2.29K","-1.87%"
"2021- 08- 02","1,418.75","1,419.25","1,425.50","1,404.00","1.15K","0.28%"
"2021- 07- 30","1,414.75","1,435.00","1,441.00","1,405.75","2.97K","-1.36%"
"2021- 07- 29","1,434.25","1,431.75","1,449.75","1,427.75","17.95K","0.16%"
"2021- 07- 28","1,432.00","1,422.75","1,435.75","1,410.50","21.55K","0.97%"
"2021- 07- 27","1,418.25","1,419.25","1,442.75","1,412.50","22.13K","0.39%"
"2021- 07- 26","1,412.75","1,405.00","1,415.50","1,380.00","25.88K","0.84%"
"2021- 07- 23","1,401.00","1,418.25","1,419.75","1,396.00","23.50K","-1.08%"
"2021- 07- 22","1,416.25","1,439.75","1,440.25","1,391.25","30.71K","-1.60%"
"2021- 07- 21","1,439.25","1,449.25","1,451.50","1,428.75","21.43K","-0.29%"
"2021- 07- 20","1,443.50","1,434.25","1,452.75","1,429.25","33.66K","1.09%"
"2021- 07- 19","1,428.00","1,475.00","1,480.00","1,426.25","24.48K","-1.84%"
"2021- 07- 16","1,454.75","1,449.50","1,473.75","1,444.00","31.63K","0.50%"
"2021- 07- 15","1,447.50","1,453.25","1,461.00","1,440.75","30.13K","-1.38%"
"2021- 07- 14","1,467.75","1,438.00","1,475.75","1,438.00","0.03K","2.07%"
"2021- 07- 13","1,438.00","1,436.00","1,449.25","1,434.00","0.17K","0.38%"
"2021- 07- 12","1,432.50","1,408.75","1,432.00","1,408.75","0.11K","2.03%"
"2021- 07- 09","1,404.00","1,387.50","1,404.50","1,387.50","0.33K","0.99%"
"2021- 07- 08","1,390.25","1,380.75","1,398.75","1,380.75","0.51K","0.27%"
"2021- 07- 07","1,386.50","1,399.00","1,402.00","1,366.75","0.80K","1.67%"
"2021- 07- 06","1,363.75","1,420.00","1,420.00","1,353.00","0.59K","-6.06%"
"2021- 07- 02","1,451.75","1,447.00","1,465.00","1,441.75","1.54K","0.35%"
"2021- 07- 01","1,446.75","1,450.25","1,480.00","1,438.00","2.18K","-0.22%"
"2021- 06- 30","1,450.00","1,360.00","1,454.25","1,336.25","4.56K","6.64%"
"2021- 06- 29","1,359.75","1,370.00","1,372.50","1,348.00","20.51K","0.20%"
"2021- 06- 28","1,357.00","1,329.75","1,365.50","1,326.00","51.28K","2.05%"
"2021- 06- 25","1,329.75","1,369.50","1,384.75","1,325.75","97.44K","-3.03%"
"2021- 06- 24","1,371.25","1,382.50","1,385.00","1,345.75","57.35K","-0.99%"
"2021- 06- 23","1,385.00","1,392.00","1,406.75","1,381.00","65.95K","-0.68%"
"2021- 06- 22","1,394.50","1,420.00","1,427.25","1,393.25","67.60K","-1.45%"
"2021- 06- 21","1,415.00","1,374.00","1,422.50","1,370.00","64.08K","1.36%"
"2021- 06- 18","1,396.00","1,330.75","1,408.25","1,330.75","100.86K","4.98%"
"2021- 06- 17","1,329.75","1,443.00","1,450.00","1,323.50","121.98K","-8.20%"
"2021- 06- 16","1,448.50","1,468.25","1,475.00","1,442.50","74.80K","-1.18%"
"2021- 06- 15","1,465.75","1,483.50","1,488.25","1,460.00","103.08K","-0.44%"
"2021- 06- 14","1,472.25","1,504.25","1,504.25","1,455.00","106.17K","-2.40%"
"2021- 06- 11","1,508.50","1,544.50","1,551.25","1,496.50","155.42K","-2.30%"
"2021- 06- 10","1,544.00","1,562.50","1,576.50","1,537.25","144.53K","-1.18%"
"2021- 06- 09","1,562.50","1,584.25","1,586.75","1,550.00","117.03K","-1.11%"
"2021- 06- 08","1,580.00","1,571.00","1,597.50","1,561.50","141.92K","1.27%"
"2021- 06- 07","1,560.25","1,599.75","1,623.50","1,558.50","145.33K","-1.48%"
"2021- 06- 04","1,583.75","1,548.25","1,587.00","1,545.25","80.38K","2.23%"
"2021- 06- 03","1,549.25","1,565.50","1,589.00","1,543.50","91.79K","-0.85%"
"2021- 06- 02","1,562.50","1,546.00","1,567.75","1,541.75","93.70K","0.90%"
"2021- 06- 01","1,548.50","1,542.00","1,578.50","1,537.25","97.37K","0.32%"
"2021- 05- 31","1,543.62","1,543.62","1,543.62","1,543.62","","0.86%"
"2021- 05- 28","1,530.50","1,538.00","1,555.75","1,522.75","74.56K","-0.42%"
"2021- 05- 27","1,537.00","1,508.00","1,539.25","1,492.00","87.61K","2.23%"
"2021- 05- 26","1,503.50","1,512.50","1,525.50","1,489.25","101.22K","-0.55%"
"2021- 05- 25","1,511.75","1,523.75","1,538.25","1,499.00","98.16K","-0.72%"
"2021- 05- 24","1,522.75","1,520.75","1,525.75","1,506.25","78.38K","-0.23%"
"2021- 05- 21","1,526.25","1,534.00","1,540.75","1,512.25","87.02K","-0.46%"
"2021- 05- 20","1,533.25","1,547.00","1,553.75","1,523.00","74.95K","-0.33%"
"2021- 05- 19","1,538.25","1,576.00","1,576.25","1,522.00","125.74K","-2.29%"
"2021- 05- 18","1,574.25","1,588.25","1,604.75","1,569.00","100.08K","-0.83%"
"2021- 05- 17","1,587.50","1,584.75","1,603.25","1,575.50","84.85K","-1.01%"
"2021- 05- 14","1,603.75","1,625.00","1,625.00","1,620.75","0.02K","-0.53%"
"2021- 05- 13","1,612.25","1,657.00","1,657.00","1,598.00","0.20K","-2.91%"
"2021- 05- 12","1,660.50","1,666.25","1,677.25","1,660.25","0.17K","1.40%"
"2021- 05- 11","1,637.50","1,614.50","1,650.25","1,608.25","0.13K","1.08%"
"2021- 05- 10","1,620.00","1,621.00","1,627.00","1,613.25","0.40K","-0.06%"
"2021- 05- 07","1,621.00","1,614.50","1,630.25","1,602.50","0.51K","0.97%"
"2021- 05- 06","1,605.50","1,590.50","1,609.00","1,589.75","0.59K","1.49%"
"2021- 05- 05","1,582.00","1,591.25","1,591.25","1,573.75","0.63K","0.32%"
"2021- 05- 04","1,577.00","1,571.00","1,590.75","1,571.00","1.62K","1.07%"
"2021- 05- 03","1,560.25","1,579.00","1,600.00","1,553.50","1.62K","-0.68%"
"2021- 04- 30","1,571.00","1,534.00","1,573.50","1,527.50","4.67K","1.85%"
"2021- 04- 29","1,542.50","1,549.00","1,573.75","1,538.00","22.54K","-0.98%"
"2021- 04- 28","1,557.75","1,545.25","1,589.00","1,524.25","66.00K","0.52%"
"2021- 04- 27","1,549.75","1,572.25","1,608.75","1,548.00","77.71K","-1.23%"
"2021- 04- 26","1,569.00","1,548.75","1,573.00","1,540.50","84.66K","1.90%"
"2021- 04- 23","1,539.75","1,534.00","1,549.75","1,520.00","112.19K","0.42%"
"2021- 04- 22","1,533.25","1,498.75","1,543.00","1,498.25","115.38K","2.40%"
"2021- 04- 21","1,497.25","1,475.00","1,499.75","1,467.50","88.61K","1.72%"
"2021- 04- 20","1,472.00","1,450.50","1,485.50","1,450.00","91.63K","1.53%"
"2021- 04- 19","1,449.75","1,439.75","1,454.50","1,434.75","78.23K","1.15%"
"2021- 04- 16","1,433.25","1,419.00","1,437.75","1,418.00","88.56K","1.06%"
"2021- 04- 15","1,418.25","1,410.00","1,421.00","1,407.50","85.08K","0.59%"
"2021- 04- 14","1,410.00","1,391.50","1,416.25","1,389.25","113.55K","1.48%"
"2021- 04- 13","1,389.50","1,385.25","1,398.75","1,378.00","119.43K","0.54%"
"2021- 04- 12","1,382.00","1,403.25","1,407.25","1,379.50","134.73K","-1.50%"
"2021- 04- 09","1,403.00","1,416.00","1,419.00","1,400.75","113.73K","-0.87%"
"2021- 04- 08","1,415.25","1,408.75","1,422.50","1,404.50","98.19K","0.46%"
"2021- 04- 07","1,408.75","1,420.50","1,427.50","1,403.75","84.84K","-0.70%"
"2021- 04- 06","1,418.75","1,412.75","1,431.00","1,412.50","81.20K","0.42%"
"2021- 04- 05","1,412.75","1,410.00","1,421.00","1,405.25","63.98K","0.77%"
"2021- 04- 01","1,402.00","1,444.00","1,456.25","1,398.50","169.78K","-2.42%"
"2021- 03- 31","1,436.75","1,368.75","1,436.75","1,364.75","128.59K","5.12%"
"2021- 03- 30","1,366.75","1,393.00","1,394.75","1,364.25","96.93K","-1.88%"
"2021- 03- 29","1,393.00","1,400.50","1,402.75","1,383.00","98.53K","-0.54%"
"2021- 03- 26","1,400.50","1,414.00","1,419.00","1,399.00","100.39K","-0.97%"
"2021- 03- 25","1,414.25","1,430.75","1,431.75","1,410.50","104.66K","-1.29%"
"2021- 03- 24","1,432.75","1,421.75","1,433.50","1,418.25","78.10K","0.67%"
"2021- 03- 23","1,423.25","1,418.75","1,435.00","1,414.25","108.20K","0.41%"
"2021- 03- 22","1,417.50","1,418.75","1,423.75","1,405.25","77.29K","0.09%"
"2021- 03- 19","1,416.25","1,391.00","1,418.25","1,390.00","86.78K","1.72%"
"2021- 03- 18","1,392.25","1,417.25","1,419.00","1,390.50","93.49K","-1.80%"
"2021- 03- 17","1,417.75","1,424.00","1,425.25","1,408.00","69.41K","-0.39%"
"2021- 03- 16","1,423.25","1,420.00","1,425.00","1,412.75","71.22K","0.26%"
"2021- 03- 15","1,419.50","1,409.25","1,423.75","1,402.00","82.22K","0.26%"
"2021- 03- 12","1,415.75","1,425.00","1,425.00","1,395.75","0.03K","0.02%"
"2021- 03- 11","1,415.50","1,407.75","1,421.75","1,407.75","0.18K","0.28%"
"2021- 03- 10","1,411.50","1,441.25","1,441.50","1,411.25","0.34K","-2.06%"
"2021- 03- 09","1,441.25","1,442.25","1,443.50","1,430.00","0.19K","0.24%"
"2021- 03- 08","1,437.75","1,447.00","1,453.50","1,436.00","0.15K","0.24%"
"2021- 03- 05","1,434.25","1,414.25","1,437.25","1,414.25","0.17K","1.34%"
"2021- 03- 04","1,415.25","1,418.75","1,441.00","1,409.50","0.39K","0.32%"
"2021- 03- 03","1,410.75","1,412.00","1,417.50","1,400.25","0.62K","-0.23%"
"2021- 03- 02","1,414.00","1,395.00","1,416.00","1,383.50","0.68K","1.54%"
"2021- 03- 01","1,392.50","1,415.75","1,422.00","1,392.00","1.26K","-0.91%"
"2021- 02- 26","1,405.25","1,404.00","1,408.25","1,380.00","5.70K","-0.05%"
"2021- 02- 25","1,406.00","1,423.50","1,443.00","1,391.75","44.67K","-1.25%"
"2021- 02- 24","1,423.75","1,407.25","1,426.50","1,406.75","66.14K","1.26%"
"2021- 02- 23","1,406.00","1,383.75","1,425.00","1,380.75","88.64K","1.61%"
"2021- 02- 22","1,383.75","1,384.75","1,388.50","1,371.00","124.12K","0.47%"
"2021- 02- 19","1,377.25","1,376.25","1,388.75","1,366.50","140.82K","0.16%"
"2021- 02- 18","1,375.00","1,385.00","1,391.25","1,370.00","114.63K","-0.63%"
"2021- 02- 17","1,383.75","1,386.25","1,390.00","1,376.25","75.86K","-0.07%"
"2021- 02- 16","1,384.75","1,385.75","1,394.00","1,373.75","115.89K","1.30%"
"2021- 02- 15","1,367.00","1,367.00","1,367.00","1,367.00","","-0.36%"
"2021- 02- 12","1,372.00","1,368.50","1,377.25","1,362.00","89.71K","0.33%"
"2021- 02- 11","1,367.50","1,352.75","1,379.75","1,337.25","133.48K","1.00%"
"2021- 02- 10","1,354.00","1,404.50","1,404.75","1,352.25","171.26K","-3.41%"
"2021- 02- 09","1,401.75","1,391.00","1,409.50","1,377.50","183.99K","1.01%"
"2021- 02- 08","1,387.75","1,368.75","1,392.50","1,364.75","132.81K","1.54%"
"2021- 02- 05","1,366.75","1,370.75","1,382.75","1,365.50","125.25K","-0.42%"
"2021- 02- 04","1,372.50","1,374.00","1,381.50","1,364.50","105.60K","0.09%"
"2021- 02- 03","1,371.25","1,354.50","1,372.50","1,342.50","104.41K","1.22%"
"2021- 02- 02","1,354.75","1,366.00","1,372.00","1,341.50","101.23K","-0.77%"
"2021- 02- 01","1,365.25","1,375.00","1,383.00","1,349.25","122.61K","-0.35%"
"2021- 01- 29","1,370.00","1,353.25","1,376.75","1,335.50","140.14K","1.24%"
"2021- 01- 28","1,353.25","1,371.75","1,391.25","1,345.50","147.31K","-1.56%"
"2021- 01- 27","1,374.75","1,376.00","1,394.75","1,364.50","176.96K","0.33%"
"2021- 01- 26","1,370.25","1,348.25","1,376.50","1,333.50","116.57K","1.99%"
"2021- 01- 25","1,343.50","1,308.75","1,352.25","1,298.00","150.39K","2.42%"
"2021- 01- 22","1,311.75","1,367.00","1,367.00","1,305.25","203.99K","-4.27%"
"2021- 01- 21","1,370.25","1,369.00","1,387.00","1,365.50","118.98K","0.05%"
"2021- 01- 20","1,369.50","1,384.50","1,384.50","1,352.00","182.30K","-1.17%"
"2021- 01- 19","1,385.75","1,419.00","1,421.25","1,383.25","129.34K","-2.63%"
"2021- 01- 17","1,423.12","1,423.12","1,423.12","1,423.12","","0.45%"
"2021- 01- 15","1,416.75","1,432.25","1,434.50","1,413.50","102.08K","-1.37%"
"2021- 01- 14","1,436.50","1,413.00","1,413.00","1,413.00","0.01K","1.81%"
"2021- 01- 13","1,411.00","1,433.50","1,438.25","1,410.75","0.24K","-0.77%"
"2021- 01- 12","1,422.00","1,377.25","1,430.00","1,367.50","0.33K","3.46%"
"2021- 01- 11","1,374.50","1,381.50","1,384.50","1,360.00","0.37K","-0.09%"
"2021- 01- 08","1,375.75","1,366.50","1,383.75","1,366.00","0.81K","1.12%"
"2021- 01- 07","1,360.50","1,368.00","1,368.00","1,347.00","1.10K","-0.35%"
"2021- 01- 06","1,365.25","1,359.75","1,376.25","1,359.75","0.88K","1.13%"
"2021- 01- 05","1,350.00","1,319.25","1,373.50","1,319.25","1.19K","2.54%"
"2021- 01- 04","1,316.50","1,324.00","1,349.75","1,306.25","2.42K","0.48%"
"2021- 01- 01","1,310.25","1,310.25","1,310.25","1,310.25","","-0.38%"
"2020- 12- 31","1,315.25","1,302.25","1,321.50","1,299.25","3.63K","0.88%"
"2020- 12- 30","1,303.75","1,295.00","1,308.25","1,279.75","24.63K","0.64%"
"2020- 12- 29","1,295.50","1,253.75","1,298.75","1,245.00","43.28K","3.21%"
"2020- 12- 28","1,255.25","1,273.00","1,279.50","1,245.00","56.76K","-0.72%"
"2020- 12- 25","1,264.40","1,264.40","1,264.40","1,264.40","","0.07%"
"2020- 12- 24","1,263.50","1,260.25","1,274.25","1,259.75","41.31K","0.38%"
"2020- 12- 23","1,258.75","1,248.25","1,266.75","1,240.50","93.38K","0.92%"
"2020- 12- 22","1,247.25","1,244.50","1,252.25","1,236.75","102.55K","0.32%"
"2020- 12- 21","1,243.25","1,225.25","1,244.00","1,213.50","129.15K","1.91%"
"2020- 12- 18","1,220.00","1,202.75","1,224.75","1,201.50","110.92K","1.56%"
"2020- 12- 17","1,201.25","1,183.25","1,203.00","1,179.75","125.03K","1.48%"
"2020- 12- 16","1,183.75","1,187.00","1,195.00","1,181.75","122.89K","-0.04%"
"2020- 12- 15","1,184.25","1,170.75","1,185.75","1,162.00","128.71K","1.26%"
"2020- 12- 14","1,169.50","1,164.75","1,173.00","1,161.25","102.00K","0.78%"
"2020- 12- 11","1,160.50","1,155.25","1,162.75","1,151.00","129.42K","0.67%"
"2020- 12- 10","1,152.75","1,159.75","1,178.00","1,150.25","202.11K","-0.50%"
"2020- 12- 09","1,158.50","1,146.00","1,160.75","1,145.50","121.50K","1.11%"
"2020- 12- 08","1,145.75","1,157.50","1,160.25","1,142.75","176.57K","-1.10%"
"2020- 12- 07","1,158.50","1,160.00","1,169.00","1,149.00","165.90K","-0.39%"
"2020- 12- 04","1,163.00","1,168.00","1,172.50","1,157.75","98.16K","-0.45%"
"2020- 12- 03","1,168.25","1,154.25","1,170.75","1,152.00","93.90K","1.32%"
"2020- 12- 02","1,153.00","1,163.75","1,164.00","1,142.50","134.26K","-0.77%"
"2020- 12- 01","1,162.00","1,169.25","1,176.00","1,161.25","109.30K","-0.56%"
"2020- 11- 30","1,168.50","1,198.00","1,199.00","1,168.00","127.70K","-1.95%"
"2020- 11- 27","1,191.75","1,186.00","1,194.00","1,179.25","49.08K","0.65%"
"2020- 11- 25","1,184.00","1,197.50","1,198.50","1,183.25","85.40K","-0.61%"
"2020- 11- 24","1,191.25","1,190.75","1,194.00","1,174.00","126.04K","-0.02%"
"2020- 11- 23","1,191.50","1,195.50","1,200.00","1,186.00","113.19K","0.89%"
"2020- 11- 20","1,181.00","1,179.00","1,196.75","1,176.75","149.97K","0.30%"
"2020- 11- 19","1,177.50","1,174.00","1,181.25","1,161.75","130.56K","0.15%"
"2020- 11- 18","1,175.75","1,170.25","1,189.75","1,167.75","165.85K","0.51%"
"2020- 11- 17","1,169.75","1,157.00","1,178.25","1,156.25","148.05K","1.41%"
"2020- 11- 16","1,153.50","1,150.25","1,155.25","1,144.00","93.94K","1.05%"
"2020- 11- 13","1,141.50","1,139.50","1,145.00","1,139.50","0.13K","0.40%"
"2020- 11- 12","1,137.00","1,136.25","1,140.75","1,132.25","0.45K","-0.55%"
"2020- 11- 11","1,143.25","1,137.00","1,150.25","1,136.00","0.49K","0.44%"
"2020- 11- 10","1,138.25","1,106.75","1,145.25","1,102.25","0.58K","3.01%"
"2020- 11- 09","1,105.00","1,097.75","1,113.25","1,096.75","0.81K","0.59%"
"2020- 11- 06","1,098.50","1,101.00","1,107.50","1,095.75","1.03K","-0.29%"
"2020- 11- 05","1,101.75","1,080.00","1,111.25","1,079.50","2.01K","2.11%"
"2020- 11- 04","1,079.00","1,061.50","1,081.50","1,056.25","1.30K","1.89%"
"2020- 11- 03","1,059.00","1,051.00","1,068.50","1,051.00","2.66K","0.79%"
"2020- 11- 02","1,050.75","1,053.50","1,053.50","1,042.00","3.66K","-0.54%"
"2020- 10- 30","1,056.50","1,051.00","1,062.25","1,047.00","12.67K","0.45%"
"2020- 10- 29","1,051.75","1,058.50","1,062.25","1,051.00","63.85K","-0.52%"
"2020- 10- 28","1,057.25","1,081.75","1,081.75","1,056.75","100.10K","-2.31%"
"2020- 10- 27","1,082.25","1,086.00","1,094.00","1,081.75","111.44K","-0.51%"
"2020- 10- 26","1,087.75","1,083.75","1,089.75","1,078.00","111.05K","0.37%"
"2020- 10- 23","1,083.75","1,071.25","1,088.50","1,065.75","173.84K","0.93%"
"2020- 10- 22","1,073.75","1,072.25","1,085.25","1,063.50","149.12K","0.16%"
"2020- 10- 21","1,072.00","1,065.00","1,077.00","1,064.25","127.98K","0.75%"
"2020- 10- 20","1,064.00","1,055.75","1,065.75","1,051.25","120.57K","0.92%"
"2020- 10- 19","1,054.25","1,051.25","1,058.25","1,047.75","117.72K","0.40%"
