"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022- 05- 23","110.38","109.35","110.75","108.50","8.88K","1.38%"
"2022- 05- 20","108.88","105.00","109.25","104.00","12.40K","3.40%"
"2022- 05- 19","105.30","105.80","106.47","105.00","6.22K","-0.75%"
"2022- 05- 18","106.10","104.78","106.42","102.47","11.26K","0.90%"
"2022- 05- 17","105.15","104.20","105.45","102.60","14.70K","1.27%"
"2022- 05- 16","103.83","101.45","104.58","101.40","15.71K","3.83%"
"2022- 05- 13","100.00","99.92","100.15","99.90","0.56K","-0.10%"
"2022- 05- 12","100.10","100.30","100.50","99.88","0.29K","-0.81%"
"2022- 05- 11","100.92","100.60","100.95","100.28","0.24K","-0.16%"
"2022- 05- 10","101.08","101.53","101.78","100.30","0.30K","0.20%"
"2022- 05- 09","100.88","101.42","101.42","100.28","0.58K","-1.29%"
"2022- 05- 06","102.20","102.50","102.85","101.70","0.50K","-0.58%"
"2022- 05- 05","102.80","102.50","102.97","102.05","0.17K","0.19%"
"2022- 05- 04","102.60","100.30","102.70","100.30","0.42K","2.83%"
"2022- 05- 03","99.78","100.17","101.28","99.00","0.56K","-0.10%"
"2022- 05- 02","99.88","100.70","101.47","97.88","0.58K","-1.01%"
"2022- 04- 29","100.90","103.47","103.47","100.58","1.04K","-2.95%"
"2022- 04- 28","103.97","104.03","104.53","102.58","0.29K","-0.19%"
"2022- 04- 27","104.17","105.40","105.78","103.90","0.39K","-0.98%"
"2022- 04- 26","105.20","107.75","108.12","104.72","0.53K","-2.41%"
"2022- 04- 25","107.80","110.60","110.72","107.10","0.50K","-3.62%"
"2022- 04- 22","111.85","110.85","112.78","110.40","0.71K","0.90%"
"2022- 04- 21","110.85","112.28","112.67","110.03","0.28K","-1.44%"
"2022- 04- 20","112.47","114.50","114.50","112.05","0.40K","-1.94%"
"2022- 04- 19","114.70","115.62","117.05","114.50","0.57K","-1.57%"
"2022- 04- 18","116.53","112.75","116.70","112.75","0.24K","16.67%"
"2022- 04- 14","99.88","99.95","99.97","99.72","0.94K","-0.02%"
"2022- 04- 13","99.90","99.85","99.92","99.45","2.34K","0.28%"
"2022- 04- 12","99.62","98.75","99.80","98.67","2.01K","1.22%"
"2022- 04- 11","98.42","98.80","98.85","98.20","2.09K","-0.62%"
"2022- 04- 08","99.03","99.00","99.17","98.33","2.10K","-0.02%"
"2022- 04- 07","99.05","99.00","99.45","98.10","3.92K","0.30%"
"2022- 04- 06","98.75","98.33","98.92","97.47","4.37K","1.11%"
"2022- 04- 05","97.67","100.08","100.20","96.58","5.78K","-1.79%"
"2022- 04- 04","99.45","101.08","101.20","99.25","7.09K","-1.83%"
"2022- 04- 01","101.30","102.10","102.75","101.17","4.74K","-0.44%"
"2022- 03- 31","101.75","105.85","105.85","101.65","7.00K","-2.66%"
"2022- 03- 30","104.53","105.17","105.85","104.30","6.87K","-1.43%"
"2022- 03- 29","106.05","106.58","106.67","105.10","6.10K","-1.42%"
"2022- 03- 28","107.58","107.85","108.45","106.53","6.48K","0.10%"
"2022- 03- 25","107.47","103.67","107.53","103.35","13.36K","4.56%"
"2022- 03- 24","102.78","102.55","103.53","102.05","6.14K","0.22%"
"2022- 03- 23","102.55","101.40","102.75","101.40","9.52K","2.29%"
"2022- 03- 22","100.25","100.50","100.50","99.58","6.45K","-0.37%"
"2022- 03- 21","100.62","99.88","101.95","99.58","10.18K","1.23%"
"2022- 03- 18","99.40","100.62","101.62","99.22","12.48K","-0.95%"
"2022- 03- 17","100.35","102.62","102.83","99.88","13.59K","-1.98%"
"2022- 03- 16","102.38","103.58","104.70","102.03","14.74K","-0.02%"
"2022- 03- 15","102.40","102.72","102.72","101.53","10.09K","0.20%"
"2022- 03- 14","102.20","102.00","102.62","101.10","16.07K","-0.51%"
"2022- 03- 11","102.72","100.15","103.10","99.97","24.82K","2.62%"
"2022- 03- 10","100.10","101.50","102.33","99.83","27.94K","-1.04%"
"2022- 03- 09","101.15","103.20","103.30","100.78","27.51K","-1.72%"
"2022- 03- 08","102.92","101.17","103.58","100.92","27.01K","2.63%"
"2022- 03- 07","100.28","100.00","102.78","98.47","34.03K","-0.17%"
"2022- 03- 04","100.45","104.17","104.25","100.45","31.92K","-4.52%"
"2022- 03- 03","105.20","107.45","107.45","105.05","20.33K","-1.03%"
"2022- 03- 02","106.30","106.90","107.10","104.40","19.88K","0.09%"
"2022- 03- 01","106.20","103.65","106.75","103.03","19.51K","2.61%"
"2022- 02- 28","103.50","103.67","104.50","102.88","18.93K","-0.16%"
"2022- 02- 25","103.67","105.53","106.42","103.55","20.69K","-1.76%"
"2022- 02- 24","105.53","109.35","109.65","105.40","23.89K","-2.31%"
"2022- 02- 23","108.03","112.20","112.85","107.78","27.72K","-3.61%"
"2022- 02- 22","112.08","109.25","112.65","108.92","19.56K","2.71%"
"2022- 02- 20","109.13","109.13","109.13","109.13","","-0.25%"
"2022- 02- 18","109.40","109.33","109.83","107.92","17.62K","1.69%"
"2022- 02- 17","107.58","105.50","108.08","104.83","16.55K","2.07%"
"2022- 02- 16","105.40","105.00","106.53","104.75","15.99K","1.20%"
"2022- 02- 15","104.15","102.60","105.10","102.08","16.86K","13.68%"
"2022- 02- 14","91.62","91.15","91.65","91.05","1.79K","1.24%"
"2022- 02- 11","90.50","90.50","90.67","90.08","2.52K","0.37%"
"2022- 02- 10","90.17","90.72","90.85","90.12","3.08K","-0.06%"
"2022- 02- 09","90.22","90.22","90.35","89.47","3.75K","-0.12%"
"2022- 02- 08","90.33","88.15","90.55","87.90","7.24K","3.00%"
"2022- 02- 07","87.70","87.53","88.75","87.08","7.73K","0.77%"
"2022- 02- 04","87.03","86.50","87.88","86.30","6.92K","0.67%"
"2022- 02- 03","86.45","88.10","88.40","86.28","7.56K","-1.03%"
"2022- 02- 02","87.35","88.50","88.75","87.10","8.60K","-0.91%"
"2022- 02- 01","88.15","87.88","89.50","87.55","8.21K","-0.36%"
"2022- 01- 31","88.47","87.92","88.75","87.78","4.64K","0.63%"
"2022- 01- 28","87.92","88.17","88.70","86.33","7.41K","1.02%"
"2022- 01- 27","87.03","87.97","88.00","86.55","6.60K","-1.14%"
"2022- 01- 26","88.03","87.47","88.20","86.65","6.05K","0.66%"
"2022- 01- 25","87.45","86.80","87.83","86.33","5.65K","1.30%"
"2022- 01- 24","86.33","85.20","87.25","84.80","8.17K","0.15%"
"2022- 01- 21","86.20","84.70","86.58","84.20","9.13K","1.51%"
"2022- 01- 20","84.92","83.53","84.97","82.45","18.13K","3.18%"
"2022- 01- 19","82.30","81.58","82.55","81.20","11.55K","0.86%"
"2022- 01- 18","81.60","80.92","81.75","80.50","13.29K","0.93%"
"2022- 01- 16","80.85","80.85","80.85","80.85","","-0.06%"
"2022- 01- 14","80.90","78.97","81.28","78.60","20.75K","3.92%"
"2022- 01- 13","77.85","79.00","79.35","77.05","25.69K","-1.27%"
"2022- 01- 12","78.85","78.03","79.53","77.67","23.05K","1.28%"
"2022- 01- 11","77.85","78.28","78.50","77.55","27.28K","-0.68%"
"2022- 01- 10","78.38","79.78","79.90","78.22","32.54K","-1.59%"
"2022- 01- 07","79.65","83.08","83.08","79.28","36.38K","-3.98%"
"2022- 01- 06","82.95","82.70","84.05","82.60","23.69K","0.81%"
"2022- 01- 05","82.28","80.67","82.47","80.35","21.71K","2.66%"
"2022- 01- 04","80.15","80.78","82.30","80.00","25.48K","-1.20%"
"2022- 01- 03","81.12","81.53","82.00","80.88","12.43K","-0.43%"
"2021- 12- 31","81.47","83.25","83.55","81.20","13.87K","-1.49%"
"2021- 12- 30","82.70","83.20","83.83","82.38","10.97K","-1.35%"
"2021- 12- 29","83.83","82.78","84.22","82.58","14.80K","1.46%"
"2021- 12- 28","82.62","82.53","83.25","82.28","13.47K","-1.23%"
"2021- 12- 27","83.65","84.28","84.65","83.03","9.97K","0.52%"
"2021- 12- 23","83.22","83.35","83.92","82.88","10.64K","-0.16%"
"2021- 12- 22","83.35","82.55","83.60","82.45","17.57K","1.13%"
"2021- 12- 21","82.42","79.55","82.78","79.28","26.85K","3.71%"
"2021- 12- 20","79.47","80.28","80.28","79.17","12.99K","-1.65%"
"2021- 12- 17","80.80","81.10","81.47","80.15","15.35K","0.56%"
"2021- 12- 16","80.35","79.67","80.80","79.60","11.46K","1.29%"
"2021- 12- 15","79.33","79.65","80.08","78.67","11.72K","9.91%"
"2021- 12- 14","72.18","72.13","72.30","72.10","1.34K","-0.14%"
"2021- 12- 13","72.28","72.60","72.82","72.07","2.61K","-1.06%"
"2021- 12- 10","73.05","72.22","73.22","72.22","3.18K","0.86%"
"2021- 12- 09","72.43","71.65","72.53","71.65","4.75K","2.25%"
"2021- 12- 08","70.83","71.50","71.65","70.20","4.87K","-1.73%"
"2021- 12- 07","72.08","72.22","72.30","71.25","7.51K","0.04%"
"2021- 12- 06","72.05","73.55","73.58","72.00","9.03K","-2.64%"
"2021- 12- 03","74.00","74.97","75.12","73.83","5.33K","-0.54%"
"2021- 12- 02","74.40","73.90","74.80","72.90","8.16K","1.06%"
"2021- 12- 01","73.62","73.88","74.15","73.20","7.65K","0.33%"
"2021- 11- 30","73.38","72.65","73.95","72.08","11.12K","1.35%"
"2021- 11- 29","72.40","73.45","73.53","72.28","7.65K","-1.09%"
"2021- 11- 26","73.20","75.10","75.90","73.05","7.67K","-2.94%"
"2021- 11- 24","75.42","74.75","75.75","74.35","7.58K","1.71%"
"2021- 11- 23","74.15","74.62","74.70","73.90","7.44K","-0.67%"
"2021- 11- 22","74.65","74.00","75.03","73.60","6.83K","1.22%"
"2021- 11- 19","73.75","75.38","75.72","73.60","13.94K","-1.80%"
"2021- 11- 18","75.10","75.40","75.58","74.97","10.85K","-1.40%"
"2021- 11- 17","76.17","76.40","76.90","75.92","14.83K","-1.99%"
"2021- 11- 16","77.72","75.53","77.83","75.25","17.57K","2.53%"
"2021- 11- 15","75.80","75.83","76.20","75.12","11.67K","-0.11%"
"2021- 11- 12","75.88","75.80","76.53","74.83","22.76K","0.66%"
"2021- 11- 11","75.38","75.28","76.28","74.78","23.15K","-0.42%"
"2021- 11- 10","75.70","74.50","75.88","73.70","32.04K","1.00%"
"2021- 11- 09","74.95","76.40","76.40","74.88","23.64K","-1.87%"
"2021- 11- 08","76.38","77.20","77.32","75.88","17.77K","-0.23%"
"2021- 11- 05","76.55","77.80","77.85","76.28","21.93K","-1.70%"
"2021- 11- 04","77.88","77.00","78.22","77.00","21.79K","2.53%"
"2021- 11- 03","75.95","75.05","76.05","74.50","16.39K","2.29%"
"2021- 11- 02","74.25","75.68","76.30","74.07","18.59K","-2.50%"
"2021- 11- 01","76.15","76.70","76.90","75.45","16.69K","0.10%"
"2021- 10- 29","76.07","75.30","77.25","73.80","25.67K","1.16%"
"2021- 10- 28","75.20","72.43","75.38","71.80","21.87K","4.48%"
"2021- 10- 27","71.97","73.30","73.30","71.78","15.61K","-0.83%"
"2021- 10- 26","72.57","73.50","73.82","72.53","14.55K","-2.19%"
"2021- 10- 25","74.20","73.75","74.50","73.47","11.04K","1.19%"
"2021- 10- 22","73.32","73.20","74.20","72.88","17.06K","0.17%"
"2021- 10- 21","73.20","75.78","75.78","73.10","22.86K","-3.72%"
"2021- 10- 20","76.03","77.20","78.28","75.93","18.61K","-1.78%"
"2021- 10- 19","77.40","78.50","78.75","77.28","11.37K","-1.71%"
"2021- 10- 18","78.75","77.60","79.47","77.40","10.97K","0.61%"
"2021- 10- 15","78.28","77.85","78.82","77.40","13.47K","-11.25%"
"2021- 10- 14","88.20","88.28","88.35","88.13","2.30K","-0.51%"
"2021- 10- 13","88.65","88.75","88.78","88.47","2.81K","-0.48%"
"2021- 10- 12","89.07","89.60","89.68","88.95","3.50K","-0.97%"
"2021- 10- 11","89.95","89.78","90.03","89.53","2.56K","-0.33%"
"2021- 10- 08","90.25","90.10","90.65","90.07","2.98K","0.45%"
"2021- 10- 07","89.85","90.12","90.33","89.53","4.80K","0.26%"
"2021- 10- 06","89.62","90.10","90.25","89.58","5.26K","-1.48%"
"2021- 10- 05","90.97","91.00","91.42","90.17","4.15K","0.19%"
"2021- 10- 04","90.80","92.45","92.53","90.30","7.34K","-1.63%"
"2021- 10- 01","92.30","91.95","92.65","91.88","4.42K","0.76%"
"2021- 09- 30","91.60","91.92","92.28","91.35","5.04K","0.88%"
"2021- 09- 29","90.80","91.00","91.33","90.55","6.88K","-0.95%"
"2021- 09- 28","91.67","90.55","92.00","89.83","12.05K","1.57%"
"2021- 09- 27","90.25","88.80","90.50","88.58","9.33K","3.40%"
"2021- 09- 24","87.28","84.75","87.50","84.05","10.97K","2.99%"
"2021- 09- 23","84.75","84.70","84.85","84.17","7.10K","1.07%"
"2021- 09- 22","83.85","84.58","85.03","83.78","6.43K","-0.63%"
"2021- 09- 21","84.38","85.38","85.38","84.00","7.41K","-0.69%"
"2021- 09- 20","84.97","85.28","85.83","84.55","9.87K","-0.87%"
"2021- 09- 17","85.72","85.60","86.12","84.03","11.55K","0.29%"
"2021- 09- 16","85.47","83.30","85.97","82.28","20.62K","3.88%"
"2021- 09- 15","82.28","80.92","82.80","80.60","20.84K","2.36%"
"2021- 09- 14","80.38","81.05","81.70","79.78","29.73K","-0.50%"
"2021- 09- 13","80.78","82.67","82.85","80.70","37.24K","-2.03%"
"2021- 09- 10","82.45","85.80","86.03","81.95","39.98K","-3.53%"
"2021- 09- 09","85.47","87.95","88.25","85.25","40.11K","-2.19%"
"2021- 09- 08","87.38","88.10","89.35","87.25","30.33K","-0.82%"
"2021- 09- 07","88.10","89.97","89.97","88.00","19.55K","-1.65%"
"2021- 09- 03","89.58","89.85","90.17","89.38","12.48K","-0.30%"
"2021- 09- 02","89.85","89.65","90.38","89.25","14.77K","-0.33%"
"2021- 09- 01","90.15","89.35","90.90","89.33","19.57K","1.52%"
"2021- 08- 31","88.80","89.58","89.58","88.38","19.43K","-1.50%"
"2021- 08- 30","90.15","91.42","91.42","89.40","16.25K","-0.63%"
"2021- 08- 27","90.72","88.33","90.90","88.33","23.06K","3.21%"
"2021- 08- 26","87.90","88.90","89.50","87.60","14.08K","-0.96%"
"2021- 08- 25","88.75","87.00","89.22","86.75","15.95K","2.05%"
"2021- 08- 24","86.97","86.67","87.97","86.05","16.51K","-0.57%"
"2021- 08- 23","87.47","88.65","89.45","86.97","16.06K","-1.30%"
"2021- 08- 20","88.62","87.60","89.78","87.40","17.72K","1.96%"
"2021- 08- 19","86.92","88.65","89.20","86.60","17.60K","-2.45%"
"2021- 08- 18","89.10","88.40","89.25","87.78","13.40K","1.37%"
"2021- 08- 17","87.90","88.28","88.58","87.55","13.39K","-1.24%"
"2021- 08- 16","89.00","87.25","89.30","87.25","21.29K","-18.94%"
"2021- 08- 13","109.80","110.05","110.08","109.50","2.58K","-0.29%"
"2021- 08- 12","110.12","109.88","110.17","109.75","2.61K","0.46%"
"2021- 08- 11","109.62","109.62","109.85","109.22","2.83K","-0.05%"
"2021- 08- 10","109.67","109.28","109.90","109.00","3.56K","0.71%"
"2021- 08- 09","108.90","109.00","109.08","108.00","4.73K","0.14%"
"2021- 08- 06","108.75","109.25","109.35","108.70","5.79K","-0.66%"
"2021- 08- 05","109.47","109.50","109.65","108.50","5.33K","0.00%"
"2021- 08- 04","109.47","109.35","109.97","108.55","5.88K","0.36%"
"2021- 08- 03","109.08","108.25","109.38","107.85","9.04K","1.47%"
"2021- 08- 02","107.50","106.50","107.75","106.40","5.59K","1.22%"
"2021- 07- 30","106.20","106.60","106.75","105.83","6.17K","-0.09%"
"2021- 07- 29","106.30","105.65","107.30","105.42","6.14K","0.57%"
"2021- 07- 28","105.70","107.60","107.70","105.40","9.65K","-1.65%"
"2021- 07- 27","107.47","107.70","108.12","107.05","7.42K","0.07%"
"2021- 07- 26","107.40","107.45","107.72","106.90","7.03K","0.05%"
"2021- 07- 23","107.35","106.72","107.55","106.35","7.90K","0.66%"
"2021- 07- 22","106.65","107.10","107.12","105.00","12.52K","0.07%"
"2021- 07- 21","106.58","105.30","106.65","105.30","11.78K","1.50%"
"2021- 07- 20","105.00","104.95","105.80","104.42","11.47K","0.51%"
"2021- 07- 19","104.47","105.25","105.85","103.80","16.87K","-1.12%"
"2021- 07- 16","105.65","104.92","106.28","104.67","16.09K","-5.77%"
"2021- 07- 15","112.12","112.30","112.33","112.05","0.87K","-0.23%"
"2021- 07- 14","112.38","112.30","112.45","112.17","2.33K","0.12%"
"2021- 07- 13","112.25","112.72","112.88","112.08","2.87K","-0.20%"
"2021- 07- 12","112.47","111.47","112.62","111.47","2.87K","1.32%"
"2021- 07- 09","111.00","110.50","111.15","110.10","3.43K","0.82%"
"2021- 07- 08","110.10","109.50","110.53","109.40","4.26K","0.87%"
"2021- 07- 07","109.15","109.85","109.85","108.72","4.80K","-0.70%"
"2021- 07- 06","109.92","108.65","110.25","108.45","5.33K","1.17%"
"2021- 07- 02","108.65","107.97","108.75","105.95","5.07K","1.26%"
"2021- 07- 01","107.30","108.60","109.42","104.47","11.33K","-0.16%"
"2021- 06- 30","107.47","106.53","108.03","106.00","6.82K","0.47%"
"2021- 06- 29","106.97","106.47","107.25","105.88","6.11K","1.92%"
"2021- 06- 28","104.95","102.53","104.95","102.12","7.00K","2.94%"
"2021- 06- 25","101.95","100.00","102.35","99.78","7.80K","1.92%"
"2021- 06- 24","100.03","104.00","104.00","100.03","17.05K","-4.30%"
"2021- 06- 23","104.53","106.45","106.45","104.53","11.36K","-2.79%"
"2021- 06- 22","107.53","108.03","109.62","106.95","11.51K","0.45%"
"2021- 06- 21","107.05","109.20","109.67","105.70","15.40K","-1.49%"
"2021- 06- 18","108.67","112.17","112.22","108.50","21.64K","-2.10%"
"2021- 06- 17","111.00","114.03","114.30","111.00","19.95K","-3.90%"
"2021- 06- 16","115.50","117.50","117.65","115.50","17.66K","-2.53%"
"2021- 06- 15","118.50","117.10","118.55","117.10","14.21K","-3.56%"
"2021- 06- 14","122.88","122.70","123.08","122.55","1.90K","0.17%"
"2021- 06- 11","122.67","122.50","122.72","122.28","2.70K","0.18%"
"2021- 06- 10","122.45","122.00","122.65","121.85","4.07K","0.41%"
"2021- 06- 09","121.95","121.03","121.97","120.65","5.69K","1.04%"
"2021- 06- 08","120.70","120.40","120.75","119.75","5.15K","0.67%"
"2021- 06- 07","119.90","119.80","119.95","119.30","8.02K","0.33%"
"2021- 06- 04","119.50","119.53","120.15","118.85","7.17K","0.10%"
"2021- 06- 03","119.38","118.67","119.53","117.47","5.98K","0.96%"
"2021- 06- 02","118.25","119.15","119.22","117.22","8.40K","-0.31%"
"2021- 06- 01","118.62","116.15","118.90","116.15","8.52K","1.17%"
"2021- 05- 28","117.25","116.22","117.60","116.05","10.09K","1.32%"
"2021- 05- 27","115.72","115.28","115.80","114.70","7.06K","0.38%"
"2021- 05- 26","115.28","115.20","115.72","114.62","8.18K","0.03%"
"2021- 05- 25","115.25","114.22","115.55","113.65","13.19K","1.68%"
"2021- 05- 24","113.35","113.47","113.80","112.80","9.57K","-0.76%"
"2021- 05- 21","114.22","111.72","114.65","111.65","14.16K","1.76%"
"2021- 05- 20","112.25","111.58","112.50","110.80","16.19K","1.17%"
"2021- 05- 19","110.95","110.80","111.22","110.15","12.98K","0.27%"
"2021- 05- 18","110.65","108.72","111.17","108.53","20.81K","1.84%"
"2021- 05- 17","108.65","108.67","109.58","107.92","15.75K","-2.25%"
"2021- 05- 14","111.15","111.45","111.58","111.15","0.21K","-0.29%"
"2021- 05- 13","111.47","111.78","111.92","111.20","0.33K","-0.30%"
"2021- 05- 12","111.80","111.80","111.97","111.60","0.21K","0.30%"
"2021- 05- 11","111.47","111.65","111.67","111.40","0.29K","-0.38%"
"2021- 05- 10","111.90","111.75","111.97","111.38","0.23K","-0.06%"
"2021- 05- 07","111.97","111.88","112.17","111.50","0.38K","0.51%"
"2021- 05- 06","111.40","111.65","111.67","111.00","0.36K","0.02%"
"2021- 05- 05","111.38","111.05","111.53","110.65","0.32K","0.21%"
"2021- 05- 04","111.15","110.97","111.35","110.40","0.46K","0.41%"
"2021- 05- 03","110.70","110.60","111.10","109.80","0.41K","0.53%"
"2021- 04- 30","110.12","108.42","110.42","108.42","0.46K","1.29%"
"2021- 04- 29","108.72","110.28","110.35","108.50","0.70K","-2.30%"
"2021- 04- 28","111.28","110.80","111.78","110.50","0.54K","1.35%"
"2021- 04- 27","109.80","108.58","109.80","107.33","0.59K","0.50%"
"2021- 04- 26","109.25","109.00","109.38","108.30","0.35K","-0.09%"
"2021- 04- 23","109.35","107.95","109.45","107.75","0.38K","1.77%"
"2021- 04- 22","107.45","107.60","108.35","106.65","0.47K","-0.14%"
"2021- 04- 21","107.60","108.53","108.70","106.88","0.60K","-0.44%"
"2021- 04- 20","108.08","106.38","108.30","106.33","0.47K","2.30%"
"2021- 04- 19","105.65","102.67","105.97","102.67","0.44K","3.10%"
"2021- 04- 16","102.47","104.00","106.20","101.58","0.98K","-0.90%"
"2021- 04- 15","103.40","103.50","103.50","103.38","1.83K","-0.19%"
"2021- 04- 14","103.60","103.70","103.83","103.40","4.25K","0.19%"
"2021- 04- 13","103.40","103.28","103.60","102.50","3.60K","-0.13%"
"2021- 04- 12","103.53","103.85","104.25","103.35","5.23K","0.06%"
"2021- 04- 09","103.47","103.50","103.62","103.22","5.00K","0.00%"
"2021- 04- 08","103.47","103.05","103.60","103.05","5.84K","0.57%"
"2021- 04- 07","102.88","102.50","102.90","102.28","5.82K","0.76%"
"2021- 04- 06","102.10","102.75","102.75","101.60","7.11K","-0.29%"
"2021- 04- 05","102.40","102.10","103.00","101.95","5.05K","0.61%"
"2021- 04- 01","101.78","101.42","101.97","100.92","5.64K","0.72%"
"2021- 03- 31","101.05","100.65","101.25","100.30","4.48K","0.13%"
"2021- 03- 30","100.92","100.55","101.10","100.12","6.73K","0.54%"
"2021- 03- 29","100.38","100.80","100.83","99.90","6.67K","-0.42%"
"2021- 03- 26","100.80","101.85","101.97","100.03","7.56K","1.13%"
"2021- 03- 25","99.67","99.03","99.75","98.25","8.57K","1.93%"
"2021- 03- 24","97.78","97.30","97.92","97.10","8.75K","1.36%"
"2021- 03- 23","96.47","95.50","96.62","95.03","7.73K","1.49%"
"2021- 03- 22","95.05","94.58","95.12","94.00","6.60K","0.85%"
"2021- 03- 19","94.25","95.40","95.72","94.12","8.68K","-0.05%"
"2021- 03- 18","94.30","94.00","94.58","93.10","15.87K","0.67%"
"2021- 03- 17","93.67","92.90","93.95","92.15","14.77K","0.83%"
"2021- 03- 16","92.90","92.05","93.12","92.00","14.38K","2.60%"
"2021- 03- 15","90.55","90.88","90.90","89.62","16.53K","-0.93%"
"2021- 03- 12","91.40","91.33","91.50","90.75","15.11K","-0.11%"
"2021- 03- 11","91.50","89.35","91.70","89.10","28.00K","3.06%"
"2021- 03- 10","88.78","88.35","88.92","87.85","24.21K","0.49%"
"2021- 03- 09","88.35","87.58","88.85","87.38","24.95K","1.20%"
"2021- 03- 08","87.30","86.50","87.70","86.20","24.57K","0.15%"
"2021- 03- 05","87.17","87.80","87.80","86.70","23.28K","-0.15%"
"2021- 03- 04","87.30","87.85","88.30","86.80","23.20K","-0.71%"
"2021- 03- 03","87.92","86.75","88.35","86.45","26.37K","3.01%"
"2021- 03- 02","85.35","87.05","87.08","85.12","27.49K","-2.70%"
"2021- 03- 01","87.72","87.45","88.90","87.08","19.70K","0.65%"
"2021- 02- 26","87.15","89.80","90.28","86.80","26.43K","-2.90%"
"2021- 02- 25","89.75","90.20","90.67","89.10","18.68K","0.37%"
"2021- 02- 24","89.42","87.00","89.42","86.95","20.01K","3.47%"
"2021- 02- 23","86.42","85.58","86.88","85.40","14.68K","1.53%"
"2021- 02- 22","85.12","84.58","85.65","84.33","12.79K","0.73%"
"2021- 02- 19","84.50","85.47","85.90","83.97","14.47K","-0.49%"
"2021- 02- 18","84.92","84.88","85.47","83.62","13.90K","0.02%"
"2021- 02- 17","84.90","85.88","86.45","84.62","17.27K","-1.47%"
"2021- 02- 16","86.17","85.90","86.83","85.08","16.25K","16.45%"
"2021- 02- 12","74.00","74.20","74.25","73.97","0.83K","-0.04%"
"2021- 02- 11","74.03","74.00","74.17","73.80","2.77K","0.65%"
"2021- 02- 10","73.55","73.20","73.95","72.97","3.76K","1.31%"
"2021- 02- 09","72.60","72.12","72.67","71.65","3.14K","0.60%"
"2021- 02- 08","72.17","71.47","72.33","71.15","4.27K","1.69%"
"2021- 02- 05","70.97","71.42","71.53","70.80","5.21K","-0.08%"
"2021- 02- 04","71.03","73.03","73.25","70.85","7.86K","-1.87%"
"2021- 02- 03","72.38","72.00","72.62","71.33","7.43K","1.16%"
"2021- 02- 02","71.55","69.80","71.80","69.42","8.00K","2.88%"
"2021- 02- 01","69.55","70.20","70.58","69.33","5.81K","-0.36%"
"2021- 01- 29","69.80","70.00","70.50","69.55","6.04K","-0.21%"
"2021- 01- 28","69.95","71.00","71.03","69.83","6.32K","-0.89%"
"2021- 01- 27","70.58","70.45","71.40","70.33","8.15K","0.18%"
"2021- 01- 26","70.45","70.75","70.78","69.78","9.17K","-0.24%"
"2021- 01- 25","70.62","70.30","70.78","69.80","7.84K","1.00%"
"2021- 01- 22","69.92","68.20","70.12","68.12","12.22K","2.67%"
"2021- 01- 21","68.10","68.42","69.15","67.88","10.16K","-0.47%"
"2021- 01- 20","68.42","66.50","68.50","66.15","13.76K","2.93%"
"2021- 01- 19","66.47","67.78","68.00","66.42","12.51K","-2.13%"
"2021- 01- 15","67.92","66.15","68.20","66.15","21.37K","2.44%"
"2021- 01- 14","66.30","66.50","67.03","66.12","26.50K","-0.82%"
"2021- 01- 13","66.85","67.97","68.00","66.70","34.42K","-2.41%"
"2021- 01- 12","68.50","68.90","69.53","68.20","25.57K","0.04%"
"2021- 01- 11","68.47","68.50","69.10","67.85","23.70K","-0.33%"
"2021- 01- 08","68.70","69.28","69.60","68.33","23.62K","-0.61%"
"2021- 01- 07","69.12","69.45","69.88","69.03","16.01K","-0.95%"
"2021- 01- 06","69.78","71.08","71.75","69.53","20.47K","-1.61%"
"2021- 01- 05","70.92","71.40","71.40","70.10","18.96K","-0.42%"
"2021- 01- 04","71.22","71.42","72.00","70.67","24.53K","1.24%"
"2021- 01- 01","70.35","70.35","70.35","70.35","","0.10%"
"2020- 12- 31","70.28","68.03","70.50","67.95","24.32K","3.96%"
"2020- 12- 30","67.60","67.10","69.15","67.08","18.18K","0.60%"
"2020- 12- 29","67.20","66.78","67.75","66.05","12.89K","1.05%"
"2020- 12- 28","66.50","67.20","67.22","65.78","10.22K","-0.66%"
"2020- 12- 25","66.94","66.94","66.94","66.94","","-0.01%"
"2020- 12- 24","66.95","67.60","67.90","66.67","8.62K","-1.33%"
"2020- 12- 23","67.85","66.12","68.12","65.78","16.12K","2.76%"
"2020- 12- 22","66.03","66.38","66.60","65.72","10.42K","0.17%"
"2020- 12- 21","65.92","65.20","66.40","65.10","9.82K","0.18%"
"2020- 12- 18","65.80","65.03","66.00","64.75","8.87K","0.46%"
"2020- 12- 17","65.50","65.97","66.45","65.30","10.15K","-0.71%"
"2020- 12- 16","65.97","65.60","66.10","64.65","13.96K","-0.72%"
"2020- 12- 15","66.45","65.30","66.90","65.22","14.26K","2.39%"
"2020- 12- 14","64.90","64.70","64.92","64.70","1.60K","0.36%"
"2020- 12- 11","64.67","64.80","64.95","64.53","3.80K","-0.20%"
"2020- 12- 10","64.80","65.00","65.08","64.67","2.97K","-0.49%"
"2020- 12- 09","65.12","64.85","65.22","64.62","3.13K","0.88%"
"2020- 12- 08","64.55","64.85","64.88","64.28","3.43K","0.08%"
"2020- 12- 07","64.50","65.35","65.60","64.35","4.65K","-2.09%"
"2020- 12- 04","65.88","65.45","65.95","64.60","6.89K","-0.23%"
